go_id,go_name,k,n_targets,K,N_universe,odds_ratio,p_value,fdr_bh
GO:0030111,regulation of Wnt signaling pathway,1,11,369,34737,9.336413043478261,0.11085195695551445,0.122536352418393
GO:0032956,regulation of actin cytoskeleton organization,1,11,375,34737,9.185026737967915,0.11255822722738418,0.12425456123076958
GO:0030036,actin cytoskeleton organization,1,11,376,34737,9.160266666666667,0.11284231603189208,0.1244002891025441
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,2,11,1851,34737,3.951325040562466,0.1134523707018142,0.12490449425852491
GO:0010959,regulation of metal ion transport,1,11,383,34737,8.990575916230366,0.11482862390055827,0.12624975047131273
GO:0040011,locomotion,1,11,386,34737,8.91974025974026,0.11567866037569015,0.12701361635881148
GO:0002696,positive regulation of leukocyte activation,1,11,389,34737,8.85,0.11652795469859424,0.12777462056762745
GO:0010506,regulation of autophagy,1,11,392,34737,8.781329923273658,0.1173765074524858,0.12853277522909423
GO:0090287,regulation of cellular response to growth factor stimulus,1,11,393,34737,8.758673469387755,0.11765919367807981,0.12867008078699102
GO:0006979,response to oxidative stress,1,11,399,34737,8.625125628140703,0.1193535832717742,0.13034877318599639
GO:0030031,cell projection assembly,1,11,403,34737,8.538308457711443,0.12048153242927932,0.131405191369534
GO:0050867,positive regulation of cell activation,1,11,410,34737,8.390464547677261,0.12245228363532078,0.1333767883005225
GO:0032970,regulation of actin filament-based process,1,11,416,34737,8.267710843373495,0.12413830285065959,0.1350334198561696
GO:0090066,regulation of anatomical structure size,1,11,421,34737,8.168095238095239,0.12554106874366805,0.13637794718767657
GO:0007389,pattern specification process,1,11,422,34737,8.148456057007126,0.12582137671207405,0.13650117526588407
GO:1903037,regulation of leukocyte cell-cell adhesion,1,11,426,34737,8.070823529411765,0.12694179193275676,0.1375342858291325
GO:0050863,regulation of T cell activation,1,11,429,34737,8.013551401869158,0.12778124646230324,0.13826066085471433
GO:0030029,actin filament-based process,1,11,430,34737,7.994638694638694,0.12806090153659813,0.13838020800123815
GO:0043269,regulation of monoatomic ion transport,1,11,447,34737,7.686098654708521,0.13280258336990727,0.1433146612092139
GO:0010720,positive regulation of cell development,1,11,451,34737,7.616888888888889,0.13391486092318294,0.14413467925679427
GO:0051223,regulation of protein transport,1,11,451,34737,7.616888888888889,0.13391486092318294,0.14413467925679427
GO:1901699,cellular response to nitrogen compound,1,11,467,34737,7.351931330472103,0.1383510139576226,0.14871370488480326
GO:0031667,response to nutrient levels,1,11,487,34737,7.045267489711934,0.14386715347205356,0.15444006763797877
GO:0070201,regulation of establishment of protein localization,1,11,501,34737,6.8452,0.14770932860063077,0.1583567900331795
GO:0050727,regulation of inflammatory response,1,11,530,34737,6.464461247637051,0.1556182994687249,0.16661749864583375
GO:0046903,secretion,1,11,538,34737,6.366666666666666,0.15778831143270228,0.1687200506561444
GO:0001819,positive regulation of cytokine production,1,11,562,34737,6.090017825311943,0.16426796393004647,0.17541931396185118
GO:0051249,regulation of lymphocyte activation,1,11,565,34737,6.05709219858156,0.16507472582273064,0.1760510113728731
GO:0098609,cell-cell adhesion,1,11,569,34737,6.0137323943661976,0.16614930701867942,0.1769663191943747
GO:0051493,regulation of cytoskeleton organization,1,11,571,34737,5.992280701754386,0.16668612599196733,0.17730721854542167
GO:0050906,detection of stimulus involved in sensory perception,1,11,575,34737,5.949825783972125,0.1677588215171393,0.1782165142870389
GO:0060341,regulation of cellular localization,1,11,580,34737,5.897582037996545,0.16909792558965747,0.1794061000419453
GO:0080135,regulation of cellular response to stress,1,11,610,34737,5.6021346469622335,0.17709149970912266,0.18764358388868177
GO:0007283,spermatogenesis,1,11,619,34737,5.519093851132686,0.17947590236719713,0.18992404674821117
GO:0048232,male gamete generation,1,11,623,34737,5.482958199356913,0.18053361940480392,0.19079651249758348
GO:0002694,regulation of leukocyte activation,1,11,639,34737,5.34294670846395,0.18475210393303282,0.19500286582867205
GO:0044057,regulation of system process,1,11,645,34737,5.292236024844721,0.1863289390574694,0.19641375276934273
GO:0009896,positive regulation of catabolic process,1,11,652,34737,5.234254992319508,0.188165075445552,0.19809399191050392
GO:0007610,behavior,1,11,653,34737,5.226073619631902,0.18842707292743838,0.19811484017306502
GO:0007276,gamete generation,1,11,673,34737,5.067559523809524,0.19365090721649394,0.20334588203221057
GO:0051606,detection of stimulus,1,11,698,34737,4.882209469153515,0.2001377083990321,0.20988800701334395
GO:0002250,adaptive immune response,1,11,699,34737,4.875071633237822,0.20039619088111482,0.20988999249776175
GO:0050865,regulation of cell activation,1,11,707,34737,4.818696883852692,0.20246131860598415,0.21178178851623405
GO:0045087,innate immune response,1,11,719,34737,4.736490250696379,0.20554991992954746,0.21473797509881204
GO:0006508,proteolysis,1,11,724,34737,4.703042876901798,0.2068336247695859,0.21580345033357304
GO:0045596,negative regulation of cell differentiation,1,11,752,34737,4.523968042609853,0.2139875897387289,0.22298324637742706
GO:0006996,organelle organization,2,11,2763,34737,2.572739345647712,0.21618072423102883,0.22498197509030735
GO:1901698,response to nitrogen compound,1,11,794,34737,4.2790668348045395,0.22460859645424733,0.2334559490464731
GO:0140546,defense response to symbiont,1,11,821,34737,4.134878048780488,0.23136731439729286,0.24017571469160603
GO:0043436,oxoacid metabolic process,1,11,835,34737,4.06378896882494,0.23485070903648134,0.24317453163524272
GO:0098542,defense response to other organism,1,11,835,34737,4.06378896882494,0.23485070903648134,0.24317453163524272
GO:0006082,organic acid metabolic process,1,11,844,34737,4.0193357058125745,0.23708244927357103,0.2451750233954249
GO:0043687,post-translational protein modification,1,11,852,34737,3.980611045828437,0.23906124872159096,0.2469092190079058
GO:0048609,multicellular organismal reproductive process,1,11,910,34737,3.7202420242024203,0.25326858875116326,0.2611742273944507
GO:0060284,regulation of cell development,1,11,911,34737,3.716043956043956,0.25351141387676507,0.2611742273944507
GO:0007600,sensory perception,1,11,965,34737,3.5022821576763485,0.2665178672256676,0.27422844703219634
GO:0031347,regulation of defense response,1,11,996,34737,3.3900502512562816,0.2738911149732454,0.2814609699096919
GO:0007010,cytoskeleton organization,1,11,1074,34737,3.136346691519105,0.2921460663230588,0.2998437669413577
GO:0051093,negative regulation of developmental process,1,11,1095,34737,3.0742230347349175,0.2969890490371255,0.30443238359945946
GO:0002684,positive regulation of immune system process,1,11,1160,34737,2.8962036238136326,0.3117889497195381,0.31920320509459593
GO:0009894,regulation of catabolic process,1,11,1235,34737,2.714100486223663,0.3285134340178918,0.3357107834541136
GO:0006338,chromatin remodeling,1,11,1236,34737,2.7118218623481782,0.32873390898135085,0.3357107834541136
GO:0006629,lipid metabolic process,1,11,1247,34737,2.6869983948635636,0.33115479391087327,0.3377613733405166
GO:0051707,response to other organism,1,11,1278,34737,2.6193422083007047,0.3379346473777503,0.3442472497571603
GO:0006325,chromatin organization,1,11,1450,34737,2.2965493443754315,0.37443007510839765,0.38095000178938965
GO:0044419,biological process involved in interspecies interaction between organisms,1,11,1468,34737,2.267143830947512,0.3781416442329796,0.38424827948146245
GO:0006952,defense response,1,11,1510,34737,2.2012591119946983,0.38672424591504423,0.3924819269956652
GO:0044281,small molecule metabolic process,1,11,1595,34737,2.0785445420326223,0.4037651627350262,0.40926877709696585
GO:0006955,immune response,1,11,1700,34737,1.9439081812831076,0.42422096090944844,0.4294712203266446
GO:0008104,intracellular protein localization,1,11,1834,34737,1.7944899072558647,0.4493993233035531,0.4542095639352519
GO:0002682,regulation of immune system process,1,11,1836,34737,1.792425068119891,0.44976741661070174,0.4542095639352519
GO:0033036,macromolecule localization,1,11,1877,34737,1.7510660980810235,0.45726420112240856,0.46121099447365005
GO:0051179,localization,2,11,4890,34737,1.356519367157665,0.47195513145496,0.47544248464305083
GO:0009059,macromolecule biosynthetic process,1,11,3445,34737,0.9083042973286876,0.6830611896096256,0.687262057934408
GO:0006810,transport,1,11,4034,34737,0.7610463674683858,0.7428519840043545,0.7465023623041303
GO:0051234,establishment of localization,1,11,4276,34737,0.7123040935672514,0.7642922945962788,0.7671056404659583
GO:0009058,biosynthetic process,1,11,4614,34737,0.6527856058963798,0.7915222572644416,0.7934622627969524
GO:0065003,protein-containing complex assembly,1,11,4633,34737,0.6496977547495683,0.7929644071931978,0.793934987862957
GO:0043933,protein-containing complex organization,1,11,4796,34737,0.6242127215849843,0.8049689544442606,0.8049689544442606
